molecule_chembl_id,canonical_smiles,target_chembl_id,document_chembl_id,target_pref_name,assay_chembl_id,assay_description,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,document_year,assay_variant_context,assay_mechanism_context
CHEMBL5186971,COc1cccc(C2CC2(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)c2cc(C)ccc2OC)c1,CHEMBL4051,CHEMBL5126647,Cystic fibrosis transmembrane conductance regulator,CHEMBL5131017,Modulation of homozygous F508del/F508del CFTR mutant in HBE cells incubated for 18 to 24 hrs by trans-epithelial current clamp assay,B,EC50,=,0.84,nM,9.08,,2022,F508del,unspecified
CHEMBL5178488,COc1ccc(C2CC2(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)c2cc(C)ccc2OC)cc1,CHEMBL4051,CHEMBL5126647,Cystic fibrosis transmembrane conductance regulator,CHEMBL5131017,Modulation of homozygous F508del/F508del CFTR mutant in HBE cells incubated for 18 to 24 hrs by trans-epithelial current clamp assay,B,EC50,=,0.66,nM,9.18,,2022,F508del,unspecified
CHEMBL5178232,COc1ccc(C)cc1C1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)CC1c1cccc(C(F)F)n1,CHEMBL4051,CHEMBL5126647,Cystic fibrosis transmembrane conductance regulator,CHEMBL5131017,Modulation of homozygous F508del/F508del CFTR mutant in HBE cells incubated for 18 to 24 hrs by trans-epithelial current clamp assay,B,EC50,=,0.4,nM,9.40,,2022,F508del,unspecified
CHEMBL5171054,COc1ccc(C)cc1C1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)CC1c1cccc(OC(C)C)n1,CHEMBL4051,CHEMBL5126647,Cystic fibrosis transmembrane conductance regulator,CHEMBL5131017,Modulation of homozygous F508del/F508del CFTR mutant in HBE cells incubated for 18 to 24 hrs by trans-epithelial current clamp assay,B,EC50,=,0.9,nM,9.05,,2022,F508del,unspecified
CHEMBL5187430,Nc1cc(C(F)(F)F)c2nc1-c1nnc(o1)C(O)(C(F)(F)F)CCCCCCO2,CHEMBL4051,CHEMBL5131525,Cystic fibrosis transmembrane conductance regulator,CHEMBL5135959,"Modulation of CFTR F508 deletion mutant expressed in HBE cells assessed as change in short circuit current incubated for 18 to 24 hrs in presence of forskolin, amiloride and human serum by voltage-clamp based chamber assay",B,EC50,<,500.0,nM,,,2022,unspecified,unspecified
CHEMBL5182531,C[C@H]1CCCCC[C@](O)(C(F)(F)F)c2nnc(o2)-c2nc(c(C(F)(F)F)cc2N)O1,CHEMBL4051,CHEMBL5131525,Cystic fibrosis transmembrane conductance regulator,CHEMBL5135959,"Modulation of CFTR F508 deletion mutant expressed in HBE cells assessed as change in short circuit current incubated for 18 to 24 hrs in presence of forskolin, amiloride and human serum by voltage-clamp based chamber assay",B,EC50,<,500.0,nM,,,2022,unspecified,unspecified
CHEMBL5189965,Nc1cc(C(F)(F)F)c2nc1-c1nnc(o1)[C@@](O)(C(F)(F)F)CCCCCCS2,CHEMBL4051,CHEMBL5131525,Cystic fibrosis transmembrane conductance regulator,CHEMBL5135959,"Modulation of CFTR F508 deletion mutant expressed in HBE cells assessed as change in short circuit current incubated for 18 to 24 hrs in presence of forskolin, amiloride and human serum by voltage-clamp based chamber assay",B,EC50,<,500.0,nM,,,2022,unspecified,unspecified
CHEMBL5190310,Nc1cc(C(F)(F)F)c2nc1-c1nnc(o1)[C@@](O)(C(F)(F)F)CCCCC[C@H](CO)O2,CHEMBL4051,CHEMBL5131525,Cystic fibrosis transmembrane conductance regulator,CHEMBL5135959,"Modulation of CFTR F508 deletion mutant expressed in HBE cells assessed as change in short circuit current incubated for 18 to 24 hrs in presence of forskolin, amiloride and human serum by voltage-clamp based chamber assay",B,EC50,<,500.0,nM,,,2022,unspecified,unspecified
CHEMBL5169814,[2H]C1CC[C@@H](C)Oc2nc(c(N)cc2C(F)(F)F)-c2nnc(o2)[C@@](O)(C(F)(F)F)CC1[2H],CHEMBL4051,CHEMBL5131525,Cystic fibrosis transmembrane conductance regulator,CHEMBL5135959,"Modulation of CFTR F508 deletion mutant expressed in HBE cells assessed as change in short circuit current incubated for 18 to 24 hrs in presence of forskolin, amiloride and human serum by voltage-clamp based chamber assay",B,EC50,<,500.0,nM,,,2022,unspecified,unspecified
CHEMBL5194869,CC1(C)CCCC[C@](O)(C(F)(F)F)c2nnc(o2)-c2nc(c(C(F)(F)F)cc2N)OC1,CHEMBL4051,CHEMBL5131525,Cystic fibrosis transmembrane conductance regulator,CHEMBL5135959,"Modulation of CFTR F508 deletion mutant expressed in HBE cells assessed as change in short circuit current incubated for 18 to 24 hrs in presence of forskolin, amiloride and human serum by voltage-clamp based chamber assay",B,EC50,<,500.0,nM,,,2022,unspecified,unspecified
CHEMBL4093612,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4051,CHEMBL5209897,Cystic fibrosis transmembrane conductance regulator,CHEMBL5210086,Affinity Phenotypic Cellular interaction (Plasma membrane-expressed enzyme acceptor protein (EA-MEM) assay) EUB0000544a CFTR,F,EC50,=,35.0,nM,7.46,,2023,unspecified,unspecified
CHEMBL4066040,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4051,CHEMBL5209897,Cystic fibrosis transmembrane conductance regulator,CHEMBL5210092,Affinity Phenotypic Cellular interaction (Plasma membrane-expressed enzyme acceptor protein (EA-MEM) assay) EUB0000264b CFTR,F,EC50,=,3900.0,nM,5.41,,2023,unspecified,unspecified
CHEMBL4093612,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4051,CHEMBL5210121,Cystic fibrosis transmembrane conductance regulator,CHEMBL5210279,Affinity On-target Cellular interaction (CFTR Restoration Trans-Epithelial Current Clamp (TECC) assay (in HBE cells from F508del CF patients)) EUB0000544a CFTR,B,EC50,=,28.0,nM,7.55,,2023,F508del,unspecified
CHEMBL4066040,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4051,CHEMBL5210121,Cystic fibrosis transmembrane conductance regulator,CHEMBL5210285,Affinity On-target Cellular interaction (CFTR Restoration Trans-Epithelial Current Clamp (TECC) assay (in HBE cells from F508del CF patients)) EUB0000264b CFTR,B,EC50,>,3000.0,nM,,,2023,F508del,unspecified
CHEMBL4093612,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4051,CHEMBL5212743,Cystic fibrosis transmembrane conductance regulator,CHEMBL5214504,Selectivity interaction (CSE-HRP surface expression (cell surface expression-horseradish peroxidase assay)) EUB0000544a CFTR,B,EC50,=,130.0,nM,6.89,,2023,unspecified,unspecified
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231449,Potentiation of CFTR F508del mutant activity (unknown origin),B,EC50,=,7000.0,nM,5.16,,2020,F508del,potentiator
CHEMBL2068831,CN(C(=O)Cc1c[nH]c2ccccc12)[C@H](C(=O)Nc1ccc(F)cc1)c1ccccc1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231449,Potentiation of CFTR F508del mutant activity (unknown origin),B,EC50,=,90.0,nM,7.05,,2020,F508del,potentiator
CHEMBL2068832,CN(C(=O)Cc1c[nH]c2ccccc12)[C@H](C(=O)Nc1ccc(-n2cc(CCCF)nn2)cc1)c1ccccc1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231449,Potentiation of CFTR F508del mutant activity (unknown origin),B,EC50,=,1100.0,nM,5.96,,2020,F508del,potentiator
CHEMBL2018574,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231450,Corrector activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,2200.0,nM,5.66,,2020,F508del,corrector
CHEMBL1583913,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231450,Corrector activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,3800.0,nM,5.42,,2020,F508del,corrector
CHEMBL1403454,COc1ccc(C(=O)NCCNc2nc3ccc(C)cc3cc2C#N)cc1OC,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231450,Corrector activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,3900.0,nM,5.41,,2020,F508del,corrector
CHEMBL4444246,COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231450,Corrector activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,5000.0,nM,5.30,,2020,F508del,corrector
CHEMBL4444352,COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231450,Corrector activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,4200.0,nM,5.38,,2020,F508del,corrector
CHEMBL2018574,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231452,Potentiation of CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,14000.0,nM,4.85,,2020,F508del,potentiator
CHEMBL1583913,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231452,Potentiation of CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,15000.0,nM,4.82,,2020,F508del,potentiator
CHEMBL1403454,COc1ccc(C(=O)NCCNc2nc3ccc(C)cc3cc2C#N)cc1OC,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231452,Potentiation of CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,15000.0,nM,4.82,,2020,F508del,potentiator
CHEMBL4444246,COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231452,Potentiation of CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,3800.0,nM,5.42,,2020,F508del,potentiator
CHEMBL4444352,COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231452,Potentiation of CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as increase in iodide influx in presence of forskolin incubated for 24 hrs,B,EC50,=,11000.0,nM,4.96,,2020,F508del,potentiator
CHEMBL5270290,CCCCCn1cc(S(=O)(=O)Nc2ccc(CC)cc2)c2cccnc21,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231454,Potentiation of CFTR W1282X mutant (unknown origin) expressed in rat FRT cells,B,EC50,=,1000.0,nM,6.00,,2020,W1282X,potentiator
CHEMBL5288577,CCc1ccc(NS(=O)(=O)c2cn(Cc3ccccn3)c3ncccc23)cc1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231454,Potentiation of CFTR W1282X mutant (unknown origin) expressed in rat FRT cells,B,EC50,=,600.0,nM,6.22,,2020,W1282X,potentiator
CHEMBL5275959,CCc1ccc(NS(=O)(=O)c2cn(Cc3ccccc3C#N)c3ncccc23)cc1,CHEMBL4051,CHEMBL5230114,Cystic fibrosis transmembrane conductance regulator,CHEMBL5231454,Potentiation of CFTR W1282X mutant (unknown origin) expressed in rat FRT cells,B,EC50,=,700.0,nM,6.16,,2020,W1282X,potentiator
CHEMBL5418678,CCOc1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317398,Activation of human wild-type CFTR stably expressed in rat FRT cells assessed as increase in apical membrane chloride current incubated for 20 mins by patch-clamp assay,B,EC50,=,36.2,nM,7.44,,2023,wild-type,activator
CHEMBL5418645,COc1ccc(-c2ccnc3cc(C(=O)N4CCN(C(=O)c5ccccc5)[C@@H](C)C4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317398,Activation of human wild-type CFTR stably expressed in rat FRT cells assessed as increase in apical membrane chloride current incubated for 20 mins by patch-clamp assay,B,EC50,=,342.0,nM,6.47,,2023,wild-type,activator
CHEMBL5418678,CCOc1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,18.0,nM,7.75,,2023,wild-type,activator
CHEMBL5440649,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccccc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,65.0,nM,7.19,,2023,wild-type,activator
CHEMBL5414889,COC(=O)c1ccccc1NC(=O)c1cc2nccc(-c3ccc(OC)c(OC)c3)n2n1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,820.0,nM,6.09,,2023,wild-type,activator
CHEMBL5405578,COC(=O)c1cccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,31.0,nM,7.51,,2023,wild-type,activator
CHEMBL5419096,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,14.0,nM,7.85,,2023,wild-type,activator
CHEMBL5427532,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(OCCN5CCOCC5)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,6.0,nM,8.22,,2023,wild-type,activator
CHEMBL5437155,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(N5CCOCC5)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,7.0,nM,8.15,,2023,wild-type,activator
CHEMBL5401740,COC(=O)c1ccc(CNC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,470.0,nM,6.33,,2023,wild-type,activator
CHEMBL5432600,COc1ccc(-c2ccnc3cc(C(=O)NCc4ccc(N5CCOCC5)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,710.0,nM,6.15,,2023,wild-type,activator
CHEMBL5402877,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(F)c1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,17.0,nM,7.77,,2023,wild-type,activator
CHEMBL5408812,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(Cl)c1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,2700.0,nM,5.57,,2023,wild-type,activator
CHEMBL5422837,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(OC)c1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,>,30000.0,nM,,,2023,wild-type,activator
CHEMBL5422124,COC(=O)c1ccc(NC(=O)c2cc3nccc(-c4ccc(OC)c(OC)c4)n3n2)c(O)c1,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,>,30000.0,nM,,,2023,wild-type,activator
CHEMBL5429999,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)O)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,310.0,nM,6.51,,2023,wild-type,activator
CHEMBL5432480,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)O)cc4F)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,42.0,nM,7.38,,2023,wild-type,activator
CHEMBL5426236,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)N5CCOCC5)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,30.0,nM,7.52,,2023,wild-type,activator
CHEMBL5413271,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)N5CCN(C(=O)OC(C)(C)C)CC5)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,17.0,nM,7.77,,2023,wild-type,activator
CHEMBL5405508,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)NCCNC(=O)OC(C)(C)C)cc4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,38.0,nM,7.42,,2023,wild-type,activator
CHEMBL5403075,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)N5CCNCC5)cc4)nn23)cc1OC.Cl,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,3700.0,nM,5.43,,2023,wild-type,activator
CHEMBL5398739,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)NCCN)cc4)nn23)cc1OC.Cl,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,16000.0,nM,4.80,,2023,wild-type,activator
CHEMBL5428768,COc1ccc(-c2ccnc3cc(C(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)nn23)cc1OC.Cl,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,290.0,nM,6.54,,2023,wild-type,activator
CHEMBL5405327,COc1ccc(-c2ccnc3cc(C(=O)NC4CCCCC4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,130.0,nM,6.89,,2023,wild-type,activator
CHEMBL5403993,COc1ccc(-c2ccnc3cc(C(=O)N[C@H]4CC[C@@H](C(=O)OC)CC4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,590.0,nM,6.23,,2023,wild-type,activator
CHEMBL5400075,COc1ccc(-c2ccnc3cc(C(=O)N[C@H]4CC[C@H](C(=O)OC)CC4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,180.0,nM,6.75,,2023,wild-type,activator
CHEMBL5421603,COC(=O)C12CC(NC(=O)c3cc4nccc(-c5ccc(OC)c(OC)c5)n4n3)(C1)C2,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,310.0,nM,6.51,,2023,wild-type,activator
CHEMBL5420408,COc1ccc(-c2ccnc3cc(C(=O)N[C@H]4CC[C@@H](C(=O)O)CC4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,>,30000.0,nM,,,2023,wild-type,activator
CHEMBL5398386,COc1ccc(-c2ccnc3cc(C(=O)N[C@H]4CC[C@H](C(=O)O)CC4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,>,30000.0,nM,,,2023,wild-type,activator
CHEMBL5400577,COc1ccc(-c2ccnc3cc(C(=O)NC45CC(C(=O)O)(C4)C5)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,>,30000.0,nM,,,2023,wild-type,activator
CHEMBL5426673,COc1ccc(-c2ccnc3cc(C(=O)N4CC(NC(=O)OC(C)(C)C)C4)nn23)cc1OC,CHEMBL4051,CHEMBL5316288,Cystic fibrosis transmembrane conductance regulator,CHEMBL5317399,Activation of human wild-type CFTR stably expressed in CHO-K1 cells co-expressing halide sensors YFP-H148Q/I152L assessed as CFTR-mediated iodide influx incubated for 10 mins by YFP fluorescence quenching assay,B,EC50,=,700.0,nM,6.16,,2023,wild-type,activator
